1,35.08787,35.79634,3.237035,14.63321,13.86709
2,35.08649,35.79739,3.237947,14.65076,14.91333
3,35.086,35.79604,3.231672,14.66189,13.58142
4,35.08653,35.79497,3.238724,14.6529,14.53921
5,35.08573,35.79573,3.249879,14.64218,13.61302
6,35.08608,35.79647,3.253455,14.61862,13.90051
7,35.08672,35.79777,3.258075,14.63053,13.75112
8,35.08827,35.79721,3.269817,14.63774,14.26105
9,35.08924,35.79745,3.254402,14.63288,14.72575
10,35.08952,35.79684,3.258177,14.64212,14.44918
11,35.09094,35.79348,3.271595,14.64095,15.07336
12,35.08989,35.79098,3.27681,14.63964,13.68772
13,35.09035,35.79235,3.28656,14.6213,14.29089
14,35.09064,35.79234,3.297894,14.62994,13.85719
15,35.09148,35.79177,3.305271,14.63622,13.86166
16,35.09076,35.79408,3.314126,14.64491,14.05801
17,35.09153,35.79353,3.327868,14.6518,14.14516
18,35.09283,35.7921,3.337287,14.65283,14.01761
19,35.09216,35.79101,3.323849,14.66574,13.46999
20,35.09048,35.79116,3.305342,14.67679,13.34376
21,35.09037,35.79193,3.29633,14.69144,13.24237
22,35.08978,35.79331,3.289508,14.69537,13.71308
23,35.0886,35.79502,3.291986,14.70386,13.6194
24,35.08817,35.79325,3.306545,14.69146,12.9365
25,35.08661,35.79243,3.300723,14.67094,13.35872
26,35.08765,35.7905,3.304536,14.6713,12.79207
27,35.08796,35.78923,3.305532,14.6704,13.32966
28,35.08708,35.79026,3.309788,14.67365,13.41881
29,35.08709,35.79089,3.299685,14.69032,13.48843
30,35.08673,35.79217,3.304209,14.71643,13.53893
31,35.0866,35.79137,3.302393,14.70892,12.70086
32,35.08572,35.79085,3.313035,14.7195,13.47919
33,35.08628,35.78959,3.331344,14.70139,12.92424
34,35.0869,35.78817,3.31548,14.69787,13.8959
35,35.08498,35.78904,3.298395,14.68778,14.11892
36,35.08341,35.78886,3.273046,14.70023,11.99347
37,35.08288,35.78889,3.256118,14.69714,13.42188
38,35.0836,35.78952,3.256105,14.71123,12.69132
39,35.08467,35.79007,3.278826,14.7067,13.01996
40,35.08292,35.78946,3.276232,14.70154,12.70427
41,35.08097,35.78996,3.291833,14.69058,13.19746
42,35.0803,35.79009,3.282021,14.68532,13.72369
43,35.08158,35.78992,3.278605,14.68927,12.93898
44,35.08209,35.78939,3.267388,14.70342,13.70934
45,35.08253,35.7914,3.274904,14.70293,13.54047
46,35.0838,35.79137,3.266068,14.68403,13.22829
47,35.08446,35.79264,3.260413,14.69372,13.26055
48,35.08611,35.79215,3.257092,14.68449,13.39794
49,35.08695,35.79253,3.263988,14.68299,13.66335
50,35.08533,35.79239,3.251323,14.70924,14.05771
51,35.0824,35.79404,3.261303,14.69404,14.37834
52,35.0831,35.79355,3.266495,14.6639,12.50583
53,35.08295,35.79415,3.269301,14.66568,13.65783
54,35.08368,35.79603,3.273876,14.66719,14.58043
55,35.08451,35.79554,3.263991,14.68319,13.82806
56,35.08414,35.79493,3.273916,14.67233,13.63174
57,35.08402,35.79527,3.266786,14.66014,14.21412
58,35.08488,35.79447,3.25844,14.6623,13.76297
59,35.08454,35.79264,3.266242,14.69039,13.54014
60,35.08372,35.79213,3.275604,14.67059,12.54341
61,35.08288,35.7915,3.278367,14.65537,12.49553
62,35.08224,35.79113,3.282295,14.69271,13.6465
63,35.08118,35.79243,3.280928,14.69376,13.62339
64,35.08055,35.79322,3.275419,14.67419,13.34538
65,35.08146,35.79209,3.275568,14.65272,12.41862
66,35.0819,35.79092,3.281105,14.64749,13.09262
67,35.08048,35.79171,3.271877,14.67454,13.7136
68,35.07955,35.79321,3.269848,14.68513,12.31738
69,35.07857,35.79307,3.26486,14.67453,12.78615
70,35.07803,35.79224,3.25754,14.68152,13.04072
71,35.07735,35.79244,3.246241,14.68936,13.44281
72,35.07901,35.7903,3.246291,14.65579,13.32094
73,35.07813,35.78989,3.231479,14.64279,13.41263
74,35.07722,35.78992,3.229976,14.69075,11.99973
75,35.07521,35.78967,3.229664,14.68802,12.5454
76,35.07451,35.78886,3.228942,14.66561,13.59004
77,35.07378,35.79118,3.230245,14.66295,12.59746
78,35.07452,35.79356,3.227755,14.67544,13.59654
79,35.07438,35.794,3.240635,14.68119,13.95457
80,35.07519,35.7938,3.244032,14.68189,14.3948
81,35.07664,35.79361,3.26086,14.6653,13.86849
82,35.07761,35.79123,3.263025,14.66611,14.14789
83,35.07812,35.78822,3.265088,14.65944,13.72577
84,35.07824,35.78743,3.263291,14.65534,13.02669
85,35.07789,35.78843,3.260999,14.67775,12.83006
86,35.07707,35.78745,3.259179,14.66451,13.58235
87,35.07611,35.78608,3.268625,14.67301,13.90896
88,35.07595,35.78492,3.262027,14.68446,14.45371
89,35.07619,35.78525,3.257036,14.67636,13.77775
90,35.0775,35.78709,3.250883,14.6963,13.69283
91,35.0785,35.78792,3.240216,14.69483,13.63538
92,35.07738,35.78819,3.2355,14.68132,13.38315
93,35.07794,35.78661,3.241006,14.68187,13.57878
94,35.07848,35.78785,3.243897,14.66024,12.98386
95,35.07909,35.78931,3.257113,14.65243,13.19951
96,35.07905,35.78896,3.271908,14.67584,13.72768
97,35.07918,35.7899,3.265559,14.6693,13.44372
98,35.08051,35.78929,3.271819,14.65198,13.80681
99,35.08216,35.78791,3.286187,14.65695,14.21159
100,35.08381,35.78778,3.284993,14.65061,13.78417
101,35.08478,35.78813,3.292509,14.66595,13.74818
102,35.08458,35.79081,3.295573,14.65541,13.07983
103,35.08413,35.79136,3.306763,14.65543,14.6449
104,35.08359,35.79161,3.314626,14.66395,14.14977
105,35.08197,35.79316,3.320887,14.64931,14.29277
106,35.08262,35.79177,3.318901,14.64743,13.26184
107,35.08103,35.79055,3.319627,14.65683,13.5674
108,35.07958,35.79165,3.307206,14.67254,13.68818
109,35.07893,35.79414,3.304376,14.67177,13.00681
110,35.07953,35.79516,3.312251,14.66491,14.33179
111,35.08019,35.7973,3.300623,14.65663,13.95703
112,35.08006,35.79935,3.302507,14.66315,13.53299
113,35.07936,35.80122,3.305626,14.6768,13.264
114,35.07862,35.80295,3.304147,14.66133,13.79924
115,35.07774,35.80365,3.309417,14.67765,13.69287
116,35.07673,35.80294,3.312684,14.68614,13.13997
117,35.07569,35.80204,3.306767,14.69589,13.36099
118,35.07741,35.79888,3.310207,14.70576,13.36728
119,35.07797,35.79742,3.29927,14.72682,13.38815
120,35.0792,35.79781,3.307247,14.71856,12.75712
121,35.08017,35.79892,3.310367,14.70832,12.2871
122,35.08047,35.80029,3.316442,14.70491,12.17966
123,35.08039,35.80231,3.318746,14.71888,13.01797
124,35.08022,35.80237,3.306695,14.72895,13.62526
125,35.07969,35.80328,3.309509,14.72572,12.56002
126,35.0801,35.80301,3.324901,14.71895,12.93093
127,35.07792,35.80401,3.3038,14.72686,12.80816
128,35.07831,35.80133,3.299661,14.71784,13.61824
129,35.07871,35.80151,3.292974,14.71611,13.66542
130,35.0793,35.80205,3.289361,14.72775,12.07698
131,35.07983,35.80188,3.293289,14.72606,13.69944
132,35.07873,35.80089,3.307439,14.73444,13.1461
133,35.07841,35.80072,3.306194,14.72106,13.53557
134,35.07845,35.80165,3.296084,14.72996,12.50474
135,35.07634,35.80459,3.288698,14.74488,13.39006
136,35.07399,35.80686,3.294904,14.75507,12.6386
137,35.07355,35.80638,3.285671,14.75013,12.94993
138,35.07306,35.80839,3.289901,14.75686,13.07087
