1,35.08641,35.37269,6.276482,12.30973
2,35.08709,35.37256,6.270051,12.30863
3,35.08564,35.37121,6.233534,12.31258
4,35.08281,35.37294,6.199423,12.32337
5,35.07992,35.37645,6.210963,12.34719
6,35.07841,35.37777,6.178412,12.35657
7,35.07621,35.37805,6.179816,12.36426
8,35.07512,35.38293,6.159997,12.38424
9,35.07412,35.38473,6.171829,12.38392
10,35.07428,35.38245,6.187987,12.35498
11,35.07472,35.3791,6.208613,12.33224
12,35.07468,35.3797,6.221101,12.32774
13,35.0722,35.38124,6.243927,12.3398
14,35.07028,35.38261,6.211912,12.35944
15,35.07,35.38177,6.201478,12.3494
16,35.06727,35.38019,6.191698,12.34452
17,35.06164,35.38361,6.149928,12.35449
18,35.05729,35.38349,6.106052,12.3503
19,35.05482,35.38062,6.118063,12.3392
20,35.05375,35.37765,6.107239,12.33176
21,35.05417,35.37473,6.078081,12.33227
22,35.05584,35.37467,6.097216,12.34395
23,35.05761,35.37567,6.112473,12.34818
24,35.05772,35.37764,6.091496,12.35019
25,35.05838,35.37815,6.07053,12.34397
26,35.05659,35.37888,6.040451,12.34761
27,35.05646,35.38395,6.067008,12.38789
28,35.05965,35.38441,6.088886,12.40239
29,35.06122,35.38349,6.113173,12.37038
30,35.06026,35.38268,6.121414,12.35189
31,35.05794,35.38377,6.112989,12.35392
32,35.05568,35.38374,6.106333,12.35956
33,35.05512,35.38559,6.118496,12.37452
34,35.05696,35.38914,6.111594,12.39788
35,35.06095,35.38779,6.113539,12.3822
36,35.06015,35.38417,6.101339,12.35776
37,35.05967,35.38508,6.085731,12.37597
38,35.06131,35.38634,6.097101,12.38899
39,35.06295,35.38713,6.108023,12.36964
40,35.06263,35.38806,6.106991,12.36827
41,35.06292,35.38855,6.110661,12.36593
42,35.06521,35.38586,6.128827,12.3646
43,35.06599,35.38642,6.09674,12.36062
44,35.06424,35.38822,6.097558,12.37155
45,35.06402,35.38556,6.090881,12.35028
46,35.06357,35.38205,6.078739,12.34322
47,35.06303,35.38288,6.094804,12.3508
48,35.06478,35.38327,6.111462,12.36641
49,35.0671,35.381,6.133399,12.35452
50,35.07038,35.38079,6.127406,12.3459
51,35.07274,35.37849,6.125849,12.36054
52,35.07619,35.37586,6.136612,12.3801
53,35.07841,35.37485,6.143075,12.36221
54,35.07936,35.37291,6.155056,12.3538
55,35.08013,35.37281,6.167596,12.33414
56,35.08147,35.37246,6.167517,12.34192
57,35.08063,35.37231,6.178492,12.34964
58,35.08015,35.37078,6.199507,12.33547
59,35.08262,35.37088,6.216881,12.31564
60,35.08452,35.3726,6.265883,12.33332
61,35.08676,35.37467,6.273302,12.32326
62,35.08722,35.37521,6.271877,12.32289
63,35.08645,35.37436,6.270833,12.33301
64,35.08625,35.374,6.260653,12.32899
65,35.0834,35.37587,6.29038,12.33186
66,35.08171,35.3758,6.275497,12.3365
67,35.08266,35.37174,6.282173,12.34784
68,35.08328,35.37121,6.26806,12.34984
69,35.08004,35.37156,6.246411,12.35465
70,35.07708,35.36939,6.218937,12.34703
71,35.07503,35.36966,6.227524,12.35292
72,35.07409,35.37181,6.22948,12.35069
73,35.07255,35.37664,6.214176,12.38115
74,35.07273,35.37717,6.210435,12.39325
75,35.07068,35.37775,6.198213,12.38805
76,35.06797,35.37522,6.178108,12.37212
77,35.06433,35.37301,6.127466,12.38006
78,35.06194,35.37569,6.105534,12.39217
79,35.06021,35.37529,6.083975,12.36337
80,35.05773,35.37535,6.07366,12.35775
81,35.05592,35.37569,6.090662,12.35839
82,35.05674,35.37488,6.083694,12.34736
83,35.05965,35.3734,6.093612,12.33967
84,35.05933,35.37165,6.065474,12.31781
85,35.06038,35.37254,6.06686,12.32813
86,35.05923,35.37336,6.063692,12.32971
87,35.05693,35.37241,6.040417,12.31798
88,35.05826,35.3743,6.074055,12.31654
89,35.0624,35.37284,6.104448,12.30138
90,35.06457,35.37584,6.128852,12.30779
91,35.06594,35.37932,6.153613,12.3302
92,35.06578,35.37795,6.160376,12.33452
93,35.06444,35.37806,6.14676,12.31859
94,35.06107,35.37803,6.135503,12.29974
95,35.05937,35.37915,6.089066,12.29501
96,35.0589,35.37909,6.110463,12.30718
97,35.0586,35.3764,6.135979,12.31575
98,35.05831,35.37327,6.129832,12.30936
99,35.05877,35.37473,6.140032,12.32408
100,35.06226,35.37663,6.158696,12.32633
101,35.06454,35.37616,6.158905,12.32854
102,35.06532,35.37509,6.16083,12.31721
103,35.06471,35.37389,6.120474,12.32668
104,35.06379,35.37111,6.10184,12.31769
105,35.06392,35.37671,6.075024,12.33323
106,35.06419,35.38034,6.098212,12.35069
107,35.06312,35.37638,6.094584,12.32398
108,35.0628,35.3742,6.098043,12.31314
109,35.06123,35.3704,6.128462,12.29825
110,35.06018,35.36977,6.129734,12.29138
111,35.05859,35.36635,6.115835,12.2776
112,35.05755,35.36588,6.114168,12.29338
113,35.05842,35.36557,6.099294,12.30854
114,35.05771,35.36848,6.094486,12.30851
115,35.05741,35.36961,6.082281,12.32083
116,35.05797,35.37059,6.111685,12.32274
117,35.05987,35.37177,6.132896,12.32699
118,35.06096,35.37043,6.150031,12.31946
119,35.06137,35.36946,6.197998,12.31041
120,35.06115,35.3706,6.205147,12.32409
121,35.06022,35.37084,6.191102,12.32197
122,35.05877,35.36845,6.180672,12.3164
123,35.05844,35.36805,6.171049,12.30585
124,35.05803,35.36846,6.164284,12.31713
125,35.05715,35.36851,6.163975,12.33288
126,35.05775,35.3702,6.178509,12.34028
127,35.05933,35.36684,6.163328,12.32079
128,35.05907,35.36606,6.156651,12.32436
129,35.0589,35.36459,6.142541,12.32516
130,35.0584,35.36546,6.11643,12.31942
131,35.05711,35.36448,6.096195,12.31766
132,35.05465,35.36646,6.101668,12.33536
133,35.05373,35.36915,6.087627,12.3573
134,35.05338,35.37014,6.097116,12.35032
135,35.05307,35.36977,6.098518,12.33162
136,35.05073,35.36834,6.088366,12.33752
137,35.04913,35.37183,6.06349,12.34283
138,35.04592,35.37095,6.066071,12.32745
139,35.04362,35.37094,6.068399,12.32766
140,35.04442,35.37121,6.061579,12.33386
141,35.0466,35.37106,6.061568,12.34231
142,35.04849,35.37045,6.056678,12.34822
143,35.05013,35.36885,6.02909,12.33876
144,35.05062,35.36773,6.007196,12.33146
145,35.05194,35.36745,6.028601,12.34877
146,35.05468,35.3688,6.062098,12.35944
147,35.05896,35.37485,6.067399,12.35941
148,35.06393,35.37638,6.065208,12.35273
149,35.06529,35.3734,6.095734,12.33995
150,35.0644,35.37281,6.121609,12.33115
151,35.06523,35.37522,6.121494,12.31067
152,35.06562,35.38,6.130393,12.30919
153,35.06757,35.3762,6.129863,12.2824
154,35.06746,35.37226,6.108079,12.26604
155,35.06895,35.3727,6.124436,12.29341
156,35.07197,35.37226,6.15605,12.28692
157,35.07336,35.37548,6.194936,12.30596
158,35.07335,35.38073,6.210489,12.31694
159,35.07261,35.38167,6.23386,12.31563
160,35.06855,35.38113,6.192249,12.30603
161,35.06454,35.37896,6.171593,12.29896
162,35.06334,35.37816,6.151969,12.32096
163,35.0643,35.37541,6.170404,12.32245
164,35.0645,35.37418,6.180059,12.30826
165,35.06536,35.3768,6.162724,12.32462
166,35.06475,35.37423,6.144332,12.3339
167,35.0638,35.37344,6.15329,12.33417
168,35.06341,35.37265,6.18793,12.34264
169,35.06327,35.37337,6.182562,12.35221
170,35.06443,35.37401,6.177907,12.35025
171,35.06398,35.37219,6.184924,12.3319
172,35.06207,35.37316,6.152231,12.34708
173,35.0606,35.37456,6.136797,12.35519
174,35.06058,35.37609,6.1099,12.36841
175,35.05985,35.37436,6.091456,12.35266
176,35.05825,35.37427,6.061146,12.34194
177,35.05545,35.37531,6.040026,12.35007
178,35.05527,35.37736,6.05395,12.35681
179,35.05421,35.37674,6.057098,12.35837
180,35.05394,35.37379,6.067242,12.34568
181,35.0548,35.37317,6.045721,12.35558
182,35.05604,35.37494,6.032557,12.3619
183,35.05743,35.37683,6.041511,12.37138
184,35.05752,35.37467,6.074245,12.36219
185,35.05906,35.37216,6.093087,12.36159
186,35.06038,35.37481,6.080285,12.37804
187,35.06294,35.37492,6.078375,12.38985
188,35.06425,35.37342,6.0866,12.36732
189,35.06607,35.3741,6.104952,12.36251
190,35.06856,35.37224,6.132694,12.35781
191,35.07247,35.37275,6.159394,12.35859
192,35.07529,35.37015,6.153894,12.35498
193,35.07634,35.36876,6.157354,12.34427
194,35.07844,35.36827,6.174347,12.33626
195,35.08002,35.36948,6.202953,12.33334
196,35.07975,35.37223,6.224266,12.35064
197,35.07983,35.37402,6.223703,12.34223
198,35.0765,35.37161,6.205413,12.32827
199,35.07387,35.37021,6.170891,12.32574
200,35.07187,35.37011,6.176669,12.33533
201,35.0714,35.3676,6.190472,12.31867
202,35.07087,35.36742,6.183961,12.30614
203,35.07144,35.36963,6.178621,12.31175
204,35.07085,35.36885,6.16514,12.3313
205,35.06987,35.36819,6.179829,12.33503
206,35.07048,35.36942,6.189476,12.33778
207,35.06948,35.37271,6.187894,12.36194
208,35.06684,35.37239,6.157675,12.35048
209,35.06475,35.36819,6.118286,12.36647
210,35.06237,35.36349,6.113615,12.3549
211,35.05907,35.36537,6.116365,12.36803
212,35.05721,35.36786,6.127863,12.3703
213,35.05725,35.36898,6.155455,12.35618
214,35.05736,35.36803,6.153106,12.34322
215,35.05659,35.36563,6.123414,12.34256
216,35.0551,35.3679,6.084747,12.35959
217,35.05033,35.37104,6.072347,12.34999
218,35.04665,35.37086,6.080022,12.33014
219,35.04473,35.3687,6.091876,12.33114
220,35.04338,35.36995,6.060902,12.33847
221,35.04147,35.37046,6.043197,12.33704
222,35.03958,35.37094,5.997374,12.35616
223,35.03782,35.37103,5.994821,12.35651
224,35.03526,35.37215,5.999267,12.35995
225,35.03718,35.36972,6.03613,12.3523
226,35.04004,35.36851,6.028457,12.3466
227,35.04306,35.36607,6.032778,12.3483
228,35.04655,35.36253,6.020851,12.32889
229,35.04991,35.36101,6.040681,12.3271
230,35.05052,35.36364,6.036198,12.32986
231,35.05114,35.36544,6.030246,12.34272
232,35.05091,35.3685,6.035221,12.35136
233,35.05169,35.37325,6.04493,12.37476
234,35.05235,35.37175,6.047863,12.35255
235,35.05109,35.36995,6.059869,12.33038
236,35.04813,35.36697,6.057345,12.29668
237,35.04395,35.36902,6.077915,12.31402
238,35.04327,35.36983,6.103532,12.33497
239,35.04671,35.36916,6.082502,12.33743
240,35.04583,35.37278,6.098918,12.343
241,35.047,35.37219,6.105409,12.35041
242,35.04874,35.37271,6.133818,12.36639
243,35.0504,35.37143,6.126967,12.36854
244,35.05228,35.36885,6.080937,12.36025
245,35.05357,35.36589,6.077469,12.3471
246,35.05368,35.36393,6.088135,12.33356
247,35.05056,35.36604,6.050595,12.34344
248,35.04855,35.36732,6.068301,12.35943
249,35.04865,35.36629,6.078664,12.36104
250,35.04829,35.36621,6.078627,12.3452
251,35.04728,35.36996,6.083321,12.35791
252,35.04839,35.37059,6.102802,12.38145
253,35.04877,35.37127,6.06682,12.38544
254,35.04943,35.37368,6.085493,12.39338
255,35.04998,35.37684,6.107918,12.41012
256,35.05065,35.37344,6.106991,12.38573
257,35.05014,35.37191,6.110575,12.38279
258,35.05119,35.37368,6.128995,12.37365
259,35.05029,35.37479,6.098088,12.38646
260,35.04867,35.37083,6.064609,12.36792
261,35.04723,35.36853,6.067417,12.34483
262,35.04562,35.36596,6.061506,12.3441
263,35.04431,35.36753,6.045057,12.35579
264,35.04433,35.37129,6.024955,12.36718
265,35.04359,35.37252,6.031137,12.36901
266,35.04007,35.37243,6.00485,12.35621
267,35.03894,35.3689,6.007212,12.3391
268,35.03865,35.36569,6.023468,12.34058
269,35.03833,35.36355,6.029993,12.32995
270,35.03924,35.36629,6.022871,12.32747
271,35.0402,35.36941,6.035999,12.35286
272,35.04135,35.36712,6.041672,12.36561
273,35.04512,35.36629,6.043208,12.3582
274,35.04877,35.36572,6.044097,12.35824
275,35.04806,35.36594,5.999557,12.36832
276,35.04673,35.36797,5.978917,12.39529
277,35.04903,35.37035,6.01699,12.40174
278,35.05118,35.37285,6.027718,12.39405
279,35.05277,35.37065,6.036888,12.37023
280,35.05187,35.36711,6.044354,12.3458
281,35.05349,35.3683,6.071042,12.33718
282,35.05423,35.37326,6.115673,12.33776
283,35.05445,35.3747,6.097715,12.32986
284,35.05323,35.37463,6.097724,12.33719
285,35.05265,35.37346,6.117725,12.32278
286,35.05412,35.37373,6.10985,12.34045
287,35.05388,35.37382,6.106257,12.35541
288,35.0542,35.37586,6.114077,12.3473
289,35.05458,35.37358,6.130096,12.32715
290,35.05371,35.37577,6.123449,12.32657
291,35.05337,35.37814,6.101866,12.34072
292,35.05176,35.37947,6.083158,12.33975
293,35.05234,35.37812,6.090073,12.35219
294,35.0513,35.37571,6.063735,12.35131
295,35.05024,35.37448,6.067431,12.35141
296,35.04806,35.37442,6.05854,12.35659
297,35.04905,35.37271,6.048984,12.33828
298,35.0504,35.37273,6.040918,12.34636
299,35.05118,35.36979,6.059829,12.3331
300,35.05181,35.37146,6.082676,12.32627
