1,35.0669,35.59294,3.237035,13.64987,15.37271
2,35.0678,35.59271,3.237947,13.64399,15.74993
3,35.07031,35.59269,3.231672,13.61714,13.8771
4,35.07089,35.59229,3.238724,13.62613,14.63764
5,35.06909,35.59334,3.249879,13.62426,16.02838
6,35.06787,35.59398,3.253455,13.63344,14.73089
7,35.06783,35.59341,3.258075,13.62087,15.59095
8,35.06695,35.59246,3.269817,13.60141,14.79917
9,35.06679,35.59239,3.254402,13.61893,14.52216
10,35.06733,35.59254,3.258177,13.6173,14.05707
11,35.06734,35.59193,3.271595,13.60834,14.78891
12,35.06725,35.59198,3.27681,13.62551,15.959
13,35.06699,35.59278,3.28656,13.6376,16.47749
14,35.0691,35.59215,3.297894,13.60328,13.81539
15,35.06993,35.59096,3.305271,13.60653,15.56854
16,35.07096,35.59079,3.314126,13.62717,15.15672
17,35.0716,35.59146,3.327868,13.6406,13.37678
18,35.07232,35.58983,3.337287,13.6382,15.50098
19,35.07347,35.58907,3.323849,13.6379,13.05397
20,35.07404,35.59034,3.305342,13.64126,15.36404
21,35.07565,35.59028,3.29633,13.64566,14.3647
22,35.07562,35.58976,3.289508,13.64828,15.94325
23,35.07584,35.59063,3.291986,13.61797,15.43704
24,35.07585,35.59362,3.306545,13.62654,15.52468
25,35.07549,35.59339,3.300723,13.63861,16.10086
26,35.07538,35.59446,3.304536,13.63981,14.9087
27,35.07536,35.59511,3.305532,13.66253,16.42035
28,35.07552,35.59464,3.309788,13.66129,15.98958
29,35.0781,35.59393,3.299685,13.65817,16.13289
30,35.07913,35.59454,3.304209,13.6729,16.99103
31,35.07933,35.5956,3.302393,13.67501,15.72559
32,35.08068,35.59605,3.313035,13.67882,15.80212
33,35.08152,35.59637,3.331344,13.68132,15.82693
34,35.08323,35.59307,3.31548,13.67287,16.91703
35,35.08345,35.59411,3.298395,13.68213,15.15675
36,35.08215,35.59498,3.273046,13.68537,15.59123
37,35.08229,35.5955,3.256118,13.6818,16.16788
38,35.08162,35.59549,3.256105,13.65956,15.57
39,35.08088,35.59669,3.278826,13.67477,16.28371
40,35.07922,35.60031,3.276232,13.70924,16.46341
41,35.07965,35.60004,3.291833,13.70907,16.10572
42,35.07811,35.59962,3.282021,13.71279,16.14899
43,35.07779,35.59987,3.278605,13.72902,15.91148
44,35.07645,35.60123,3.267388,13.72528,14.34698
